t	cx	cy	cx_gray	cy_gray	d_gray	cx_green	cy_green	d_green	d_green2	A	A_gray	A_green	FR	RR	height	width	aspect_ratio	sf	ID
1	57.6173	1507.95	57.8137	1509.89	1.95022	57.4762	1506.56	1.40165	11.8826	1155	483	672	0.581818	0	41.5206	35.7302	0.860542	0.00575474	1
1	68.9518	1804.56	69.1425	1805.98	1.42844	68.762	1803.15	1.42154	10.7323	830	414	416	0.501205	0	41.5011	27.6968	0.667375	0.00545694	2
1	104.441	85.7123	106.148	86.9039	2.08196	102.987	84.6981	1.77207	11.467	883	406	477	0.540204	0	45.1625	26.3914	0.584365	0.00592633	3
1	212.354	103.942	212.476	105.47	1.53229	212.204	102.058	1.88981	7.69626	536	296	240	0.447761	0	34.0538	20.0351	0.588338	0.0061176	4
1	268.032	1084.81	269.775	1085.73	1.97309	266.681	1084.09	1.52824	11.8422	1102	481	621	0.563521	0	43.1726	35.189	0.815079	0.00579707	5
1	288.757	1004.26	289.065	1005.54	1.31899	288.396	1002.76	1.54347	8.91001	625	337	288	0.4608	0	38.8063	20.1901	0.520279	0.00618053	6
1	321.289	596.3	326.616	596.622	5.33685	317.988	596.1	3.30721	14.6714	954	365	589	0.6174	0	56.2414	23.7716	0.422671	0.00475327	7
1	310.894	730.508	312.745	729.857	1.96274	309.217	731.098	1.77745	8.44506	545	259	286	0.524771	0	36.0445	19.8889	0.551788	0.00552761	8
1	579.978	134.69	582.683	135.5	2.82363	578.397	134.217	1.65086	11.7182	1095	404	691	0.63105	0	46.9141	34.095	0.726755	0.00522015	9
1	600.238	1392.02	600.238	1392.02	0	600.238	1392.02	0	4.65252	143	0	143	1	0	15.6277	10.7809	0.689858	0.00670858	10
1	898.291	1397.91	900.431	1402.6	5.15382	897.538	1396.26	1.81456	14.0704	1033	269	764	0.739593	0	61.7957	22.4703	0.363622	0.004132	11
1	975.068	581.2	973.969	581.36	1.11085	975.87	581.083	0.810043	12.7369	1060	447	613	0.578302	0	53.3791	28.5919	0.535639	0.00463927	12
1	1130.97	255.962	1132.19	257.827	2.22586	1129.74	254.077	2.24852	11.9816	987	496	491	0.497467	0.220871	47.3183	33.5947	0.709973	0.00421334	13
1	1154.44	665.591	1157.04	666.815	2.8745	1153.36	665.08	1.19876	20.8295	1947	573	1374	0.705701	0	81.3629	44.2732	0.544145	0.00311969	14
1	1205.9	1277.19	1206.25	1277.1	0.358238	1205.71	1277.23	0.190813	10.9751	771	268	503	0.652399	0	54.5229	18.2526	0.334769	0.0042485	15
1	1251.35	1596.1	1251.52	1597.19	1.11036	1251.22	1595.28	0.830964	12.4468	1119	479	640	0.571939	0	43.7369	34.6383	0.79197	0.00567628	16
1	1326.03	1184.23	1325.8	1184.18	0.230542	1326.39	1184.31	0.371043	3.90884	274	169	105	0.383212	0	20.664	15.8674	0.767879	0.00728026	17
1	1347.67	1262.44	1347.72	1262.43	0.0479096	1347.63	1262.44	0.0458211	5.233	372	182	190	0.510753	0	28.6946	16.0905	0.560748	0.00576601	18
1	1425.97	684.749	1425.97	684.749	0	1425.97	684.749	0	5.94457	239	0	239	1	0	19.6492	14.0378	0.714423	0.00771565	19
1	1447.43	1458.65	1447.01	1458.36	0.512625	1447.7	1458.83	0.325318	4.89963	273	106	167	0.611722	0	21.2498	15.356	0.722644	0.006825	20
1	1472.61	959.538	1472.37	959.379	0.290394	1472.77	959.643	0.190887	9.52632	585	232	353	0.603419	0	46.5263	16.5121	0.354899	0.00500154	21
1	1500.46	676.548	1499.7	677.94	1.58723	1500.82	675.895	0.745651	14.6095	1311	419	892	0.680397	0	62.3316	28.746	0.461179	0.00446277	22
1	1545.72	248.846	1545.72	248.846	0	1545.72	248.846	0	5.20949	130	0	130	1	0.00769231	21.3309	7.70647	0.361282	0.00507813	23
1	1562.67	969.675	1562.25	969.12	0.696446	1563.08	970.219	0.682993	10.5389	723	358	365	0.504841	0	44.1566	20.6451	0.467542	0.00576941	24
1	1555.75	828.917	1555.75	828.917	0	1555.75	828.917	0	3.12309	60	0	60	1	0	10.8449	6.41125	0.591175	0.00708885	25
1	1620.93	1732.27	1622.27	1732.26	1.34463	1620	1732.27	0.928849	11.2657	886	362	524	0.591422	0	49.5878	25.8822	0.521946	0.00483667	26
1	1645.52	113.789	1647.28	114.033	1.77931	1644.6	113.661	0.932541	12.9314	1137	391	746	0.656113	0	51.1505	32.2527	0.630546	0.00497628	27
1	1817.13	1361.02	1813.07	1364.24	5.18242	1820.1	1358.66	3.79322	13.1614	1512	639	873	0.577381	0	50.1176	43.9546	0.877029	0.00462125	28
1	1836.33	1276.41	1835.38	1274.75	1.91499	1836.8	1277.22	0.938166	11.7637	1028	338	690	0.671206	0	42.9407	36.7283	0.855327	0.00535852	29
2	54.1993	1501.31	53.4421	1502.11	1.09937	54.7236	1500.76	0.761154	11.8598	1139	466	673	0.590869	0	41.2198	34.9845	0.848729	0.00639586	30
2	67.4826	1805.54	68.5263	1807.69	2.38907	66.5275	1803.57	2.18633	10.5955	835	399	436	0.522156	0	40.3328	28.9349	0.717404	0.00516695	31
2	100.914	89.5394	102.36	89.7191	1.45674	99.8166	89.403	1.10576	11.4883	825	356	469	0.568485	0	42.9112	26.0882	0.607959	0.00565363	32
2	219.761	102.833	219.739	104.063	1.23029	219.783	101.535	1.29811	7.5225	522	268	254	0.48659	0	33.347	19.7118	0.591109	0.0062934	33
2	263.296	1088.3	265.118	1089.55	2.21125	261.995	1087.4	1.57853	11.9565	1078	449	629	0.583488	0	43.7237	35.2463	0.806115	0.00546831	34
2	281.306	1003.89	282.315	1004.13	1.03667	280.303	1003.66	1.02978	8.83625	598	298	300	0.501672	0	38.4622	19.6246	0.510231	0.00630376	35
2	314.989	594.386	319.474	596.556	4.98231	312.601	593.231	2.65258	14.6757	875	304	571	0.652571	0	55.51	22.6071	0.407261	0.00439884	36
2	317.459	727.878	319.677	728.355	2.26853	316.003	727.564	1.4898	9.18592	555	220	335	0.603604	0	37.5142	19.686	0.524761	0.00541992	37
2	578.3	132.933	579.817	133.227	1.54514	577.445	132.767	0.871517	11.7912	1062	383	679	0.63936	0	47.3611	32.3134	0.682276	0.00533894	38
2	603.196	1396.47	604.909	1398.03	2.31621	601.019	1394.48	2.9439	5.98695	352	197	155	0.440341	0	29.5645	15.661	0.529723	0.0052071	39
2	898.417	1405.08	899.722	1408.13	3.31958	897.87	1403.8	1.39181	13.6377	1046	309	737	0.704589	0	59.9922	23.687	0.394834	0.00428625	40
2	976.09	590.452	976.197	592.066	1.61759	975.997	589.054	1.40135	12.6797	1103	512	591	0.535811	0	52.5708	30.1297	0.573125	0.00474768	41
2	1125.44	258.711	1126.43	260.639	2.16907	1124.46	256.822	2.12422	12.2805	958	474	484	0.505219	0.23904	46.3757	33.8635	0.730199	0.00402278	42
2	1151.33	664.43	1152.33	664.802	1.05992	1150.86	664.254	0.500982	21.0808	1969	632	1337	0.679025	0	82.9151	46.3297	0.55876	0.00303093	43
2	1205.14	1277.78	1204.64	1278.19	0.642436	1205.46	1277.53	0.40819	10.9097	816	317	499	0.61152	0	53.1445	19.91	0.374638	0.00462585	44
2	1251.75	1597.74	1251.72	1597.83	0.102728	1251.78	1597.66	0.0807617	12.4383	1165	513	652	0.559657	0	43.7768	35.9854	0.82202	0.00596323	45
2	1322.88	1183.46	1322.23	1182.69	1.01645	1323.76	1184.5	1.35829	4.09548	250	143	107	0.428	0	19.8478	14.8964	0.75053	0.00738422	46
2	1341.2	1271.74	1341.76	1272.73	1.13469	1340.71	1270.88	0.992854	5.28864	345	161	184	0.533333	0	29.5105	14.7932	0.501285	0.00552	47
2	1424.76	684.826	1424.76	684.826	0	1424.76	684.826	0	5.99297	241	0	241	1	0	20.0044	14.2566	0.712674	0.00743827	48
2	1438.38	1467.24	1437.43	1466.23	1.3936	1438.93	1467.82	0.791656	4.98785	265	96	169	0.637736	0	20.2308	15.4181	0.762112	0.00734072	49
2	1463.16	962.192	1462.48	962.288	0.684613	1463.6	962.129	0.448899	9.8213	553	219	334	0.603978	0	44.4936	16.5641	0.37228	0.00484052	50
2	1503	675.898	1502.12	675.567	0.936804	1503.48	676.081	0.51565	14.8048	1307	464	843	0.644989	0	63.3538	28.5578	0.450767	0.0043842	51
2	1528.08	237	1528.08	237	0	1528.08	237	0	4.9747	122	0	122	1	0	19.8237	6.80306	0.343177	0.0057234	52
2	1551.94	966.065	1551.34	965.249	1.00978	1552.46	966.776	0.878735	10.402	735	342	393	0.534694	0	43.7977	21.042	0.480435	0.00621113	53
2	1558.07	829.809	1558.07	829.809	0	1558.07	829.809	0	3.19088	68	0	68	1	0	10.4106	7.22974	0.69446	0.00769579	54
2	1619.19	1732	1620.44	1731.19	1.49034	1618.17	1732.66	1.2172	11.2402	892	401	491	0.550448	0	48.797	26.9944	0.553198	0.00491525	55
2	1645.05	118.349	1645.9	118.584	0.876238	1644.56	118.213	0.508238	13.1587	1125	413	712	0.632889	0	51.1623	31.8301	0.62214	0.00496522	56
2	1820.18	1364.34	1815.21	1366.64	5.4735	1823.39	1362.85	3.54463	12.9449	1468	577	891	0.606948	0	50.6191	43.5127	0.859611	0.00503429	57
2	1831.62	1274.02	1832.36	1272.66	1.5486	1831.28	1274.64	0.709432	11.622	977	307	670	0.685773	0	41.5108	37.2703	0.897846	0.00504649	58
3	59.9759	1501.64	60.2004	1503.93	2.30976	59.7745	1499.57	2.07194	11.627	1161	549	612	0.527132	0	40.5329	36.2191	0.893572	0.00697448	59
3	67.3333	1804.2	66.2167	1806.78	2.81526	68.133	1802.35	2.01621	10.9806	774	323	451	0.582687	0	37.8523	28.0681	0.741517	0.00536011	60
3	101.048	91.2513	100.822	90.9346	0.388791	101.208	91.4767	0.276719	11.1617	772	321	451	0.584197	0	43.7262	23.6825	0.54161	0.00551917	61
3	205.714	105.332	206.183	105.911	0.745252	205.346	104.877	0.58577	7.15469	434	191	243	0.559908	0	32.5853	16.7327	0.513505	0.00586613	62
3	265.378	1092.9	265.772	1094.71	1.84971	265.108	1091.65	1.27229	11.7588	1065	434	631	0.592488	0	41.4359	36.3502	0.877262	0.00555139	63
3	277.924	996.932	278.846	998.817	2.09905	276.977	994.997	2.1543	8.77543	616	312	304	0.493506	0	38.8039	20.1964	0.520474	0.00624772	64
3	307.597	597.106	308.5	598.67	1.80512	307.24	596.488	0.71441	15.0231	790	224	566	0.716456	0	51.4173	23.6642	0.460238	0.00379925	65
3	321.798	729.246	322.959	729.657	1.23204	320.862	728.914	0.992919	9.26359	549	245	304	0.553734	0	37.8268	18.6941	0.494204	0.00556818	66
3	574.955	130.727	572.997	130.155	2.03969	575.877	130.997	0.961406	10.9179	924	296	628	0.679654	0	37.0982	32.9755	0.888869	0.00646678	67
3	601.665	1394.8	601.973	1397.32	2.54122	601.279	1391.64	3.17997	6.23378	403	224	179	0.444169	0	27.8957	18.4549	0.66157	0.00624651	68
3	599.704	138.185	599.704	138.185	0	599.704	138.185	0	2.00194	27	0	27	1	0	6.09187	4.99266	0.81956	0.00702393	69
3	902.15	1416.05	901.65	1416.81	0.906711	902.332	1415.78	0.331726	13.8869	1023	274	749	0.73216	0	59.1342	23.4541	0.396625	0.00447734	70
3	969.618	588.509	969.893	590.752	2.25943	969.403	586.746	1.77606	12.6465	1127	496	631	0.559894	0	50.9882	31.3675	0.615192	0.00501611	71
3	1123.58	255.621	1124.52	258.361	2.89797	1122.74	253.203	2.55737	12.3451	945	443	502	0.531217	0.227513	46.354	32.2281	0.695261	0.0045848	72
3	1148.01	666.75	1150.42	667.734	2.60624	1146.95	666.319	1.13943	21.033	1956	595	1361	0.695808	0	81.4508	46.6923	0.573258	0.00313411	73
3	1198.57	1269.91	1206.22	1274.88	9.12745	1196.59	1268.62	2.36447	11.5421	661	136	525	0.794251	0	49.3317	17.9372	0.363604	0.0038941	74
3	1243.94	1592.86	1243.88	1592.68	0.193099	1243.98	1592.98	0.126006	12.3119	1097	433	664	0.605287	0	43.5429	34.3537	0.788962	0.00546576	75
3	1305.88	1190.61	1305.52	1190.72	0.376798	1306.57	1190.4	0.715363	3.82253	287	188	99	0.344948	0	21.7879	15.6404	0.717845	0.00732068	76
3	1337.24	1274.61	1337.87	1275.72	1.27538	1336.66	1273.6	1.1633	5.57631	348	166	182	0.522989	0	28.7704	14.7675	0.513288	0.00604167	77
3	1414.23	688.316	1413.76	686.716	1.66792	1414.42	688.966	0.677189	5.88195	329	95	234	0.711246	0	21.2414	19.0108	0.89499	0.00655692	78
3	1433.63	1479.58	1433.63	1479.58	0	1433.63	1479.58	0	5.09544	179	0	179	1	0	15.9427	13.0841	0.820698	0.00754765	79
3	1454.26	959.538	1453.61	959.993	0.788733	1454.78	959.166	0.643876	9.2916	623	280	343	0.550562	0	41.8671	19.1315	0.456958	0.00545324	80
3	1504.24	675.884	1504.14	675.793	0.137485	1504.29	675.926	0.0641406	14.7563	1305	415	890	0.681992	0	62.3869	28.8819	0.462947	0.00419124	81
3	1530.1	234.909	1530.1	234.909	0	1530.1	234.909	0	5.0968	132	0	132	1	0.0227273	20.0951	8.03781	0.399988	0.00586667	82
3	1546.52	968.109	1546.25	966.87	1.26787	1546.8	969.379	1.29969	10.4234	727	368	359	0.49381	0	43.9887	20.9475	0.476202	0.0060031	83
3	1549.82	833.015	1554	833.286	4.19329	1549.31	832.983	0.506177	2.92892	65	7	58	0.892308	0	9.63757	7.70635	0.799615	0.00735627	84
3	1611.04	1723.45	1612.52	1725.09	2.20948	1609.94	1722.22	1.64875	10.801	805	344	461	0.572671	0	42.3696	29.8191	0.703784	0.00465167	85
3	1645.58	120.392	1646.41	120.827	0.940514	1645.11	120.149	0.526031	13.1895	1129	405	724	0.641275	0	50.2266	32.9791	0.656607	0.00494127	86
3	1813.51	1363.69	1810.74	1366.9	4.23224	1815.43	1361.47	2.94302	12.7391	1475	605	870	0.589831	0	51.6664	43.133	0.834836	0.00441506	87
3	1832.01	1273.17	1831.36	1269.85	3.39047	1832.28	1274.55	1.39674	11.3803	922	269	653	0.708243	0	39.8045	35.8483	0.900608	0.00498648	88
4	59.4325	1502.81	59.6036	1504.87	2.0736	59.3231	1501.49	1.32508	11.7264	1126	439	687	0.610124	0	40.0449	35.87	0.895743	0.00620468	89
4	69.8017	1802.45	68.9563	1803.64	1.46241	70.4335	1801.55	1.09296	11.1309	802	343	459	0.572319	0	40.164	27.4414	0.683235	0.00446111	90
4	100.772	90.9691	102.349	91.2152	1.5962	99.4685	90.7657	1.3192	11.7357	842	381	461	0.547506	0	45.4182	25.7919	0.567877	0.00536935	91
4	195.158	106.412	193.793	106.181	1.3852	196.169	106.583	1.02527	7.47171	442	188	254	0.574661	0	34.2354	16.3254	0.476858	0.00563776	92
4	266.818	1100.53	266.487	1101.07	0.63722	267.023	1100.19	0.395063	11.699	998	382	616	0.617234	0	39.5295	35.8434	0.906751	0.00593694	93
4	272.573	986.871	274.977	988.477	2.89126	270.915	985.763	1.99463	8.86554	534	218	316	0.59176	0	40.7122	16.4335	0.40365	0.00541604	94
4	303.184	598.783	302.475	598.646	0.722655	303.505	598.845	0.326991	14.1028	825	257	568	0.688485	0	56.6954	23.3825	0.412424	0.00367195	95
4	319.967	732.809	322	731.851	2.24739	318.682	733.415	1.42052	9.30574	519	201	318	0.612717	0	36.6638	18.1976	0.496337	0.00554274	96
4	575.382	128.659	572.198	127.887	3.27604	576.568	128.946	1.2202	11.7532	947	257	690	0.728617	0	45.1606	30.6203	0.678032	0.00521832	97
4	599.723	1392.3	600.333	1393.81	1.63379	599.103	1390.76	1.65895	6.28507	393	198	195	0.496183	0	26.7467	18.5096	0.692033	0.00682292	98
4	901.282	1416.6	901.902	1419.31	2.78195	901.105	1415.82	0.794412	13.6856	968	215	753	0.777893	0	61.5821	20.9305	0.339879	0.00423662	99
4	970.342	588.021	971.592	590.051	2.38433	969.554	586.741	1.50241	12.5643	1115	431	684	0.613453	0	50.8711	31.8012	0.625133	0.00472066	100
4	1120.18	257.836	1120.76	260.387	2.61669	1119.59	255.242	2.66074	12.1159	958	483	475	0.495825	0.241127	46.468	32.9595	0.709294	0.00473086	101
4	1146.03	669.487	1147.7	670.011	1.74923	1145.22	669.234	0.845591	20.8413	1967	641	1326	0.674123	0	84.6341	43.4778	0.513715	0.00316776	102
4	1191.93	1266.42	1188.29	1264.54	4.10242	1193.23	1267.09	1.46518	11.2295	665	175	490	0.736842	0	45.4749	18.9339	0.416359	0.0049105	103
4	1246.32	1590.46	1245.72	1590.55	0.601595	1246.69	1590.41	0.374875	12.3151	1086	417	669	0.616022	0	42.4262	34.2289	0.806785	0.0056095	104
4	1307.65	1189.02	1307.05	1189.3	0.66199	1308.59	1188.57	1.04208	3.91136	260	159	101	0.388462	0	21.2637	14.9173	0.701538	0.00676801	105
4	1339.73	1282.56	1340.81	1282.19	1.13429	1338.9	1282.85	0.877573	4.98983	298	130	168	0.563758	0	21.7403	16.3809	0.753482	0.00702234	106
4	1417.7	1487.73	1417.15	1487.3	0.697801	1417.98	1487.95	0.348938	4.91178	252	84	168	0.666667	0	19.7358	15.2495	0.772683	0.00744329	107
4	1421.19	684.428	1430.78	686.565	9.8295	1420.32	684.233	0.89358	6.18217	276	23	253	0.916667	0	22.757	14.3712	0.631508	0.00650391	108
4	1466.57	966.855	1469.31	968.449	3.17395	1464.94	965.908	1.88676	9.89007	574	214	360	0.627178	0	39.1969	18.6715	0.476351	0.00597294	109
4	1508.03	675.333	1507.8	676.567	1.25622	1508.11	674.866	0.474969	14.7761	1272	349	923	0.725629	0	60.8332	27.8957	0.458561	0.00433001	110
4	1537.31	240.021	1537.31	240.021	0	1537.31	240.021	0	5.85749	140	0	140	1	0.00714286	26.3107	6.91783	0.262928	0.00441863	111
4	1553.55	969.462	1552.97	968.009	1.56575	1554.06	970.726	1.36146	10.628	688	320	368	0.534884	0	43.4129	20.0668	0.462231	0.0060222	112
4	1603.99	1721.28	1604.88	1720.96	0.9455	1603.22	1721.56	0.823364	11.3478	898	418	480	0.534521	0	45.6906	29.9448	0.655382	0.00494831	113
4	1646.54	122.795	1647.98	123.134	1.48442	1645.87	122.639	0.685537	13.1515	1089	344	745	0.684114	0	50.5289	31.6239	0.625858	0.00421988	114
4	1839.39	1347.8	1847.85	1343.69	9.40963	1814.32	1359.96	27.8625	29.8215	3561	2662	899	0.252457	0	114.052	49.1148	0.430637	0.00305298	115
4	1827.95	1271.54	1829.56	1269.91	2.29182	1827.25	1272.24	0.994467	11.6312	955	289	666	0.697382	0	40.2874	37.8762	0.940149	0.00471605	116
5	11.0221	1568.38	11.0221	1568.38	0	11.0221	1568.38	0	11.3859	453	0	453	1	0	44.6228	15.9036	0.3564	0.00310436	117
5	57.5701	1502.36	56.2487	1503.93	2.05286	58.3214	1501.46	1.16715	11.8821	1098	398	700	0.637523	0	38.81	35.885	0.924633	0.00556976	118
5	73.6871	1799.68	74.0215	1801.28	1.63227	73.4567	1798.58	1.12493	10.7901	799	326	473	0.59199	0	40.6467	26.7037	0.656971	0.00509514	119
5	99.8587	97.0582	100.411	96.6	0.717833	99.4248	97.4181	0.563776	11.3057	807	355	452	0.560099	0	45.797	24.0845	0.525896	0.00536056	120
5	194.898	108.561	193.928	108.97	1.05277	195.559	108.282	0.717609	7.1528	412	167	245	0.59466	0	31.5403	16.8381	0.533861	0.00582283	121
5	264.28	1106.21	264.078	1107.26	1.06967	264.4	1105.59	0.633223	11.3065	995	370	625	0.628141	0	39.3918	35.7046	0.906396	0.0056947	122
5	266.203	978.846	267.858	980.459	2.31046	264.679	977.361	2.12868	8.76752	586	281	305	0.520478	0	38.5506	18.9128	0.490596	0.00617726	123
5	299.934	603.173	301.754	605.492	2.94783	299.349	602.428	0.947016	14.7257	802	195	607	0.756858	0	53.4826	22.4006	0.418838	0.00429741	124
5	317.063	728.347	321.007	726.177	4.50159	315.325	729.303	1.9835	9.05766	461	141	320	0.694143	0	34.858	17.2932	0.496104	0.0052616	125
5	575.62	127.369	571.584	125.85	4.31261	577.009	127.892	1.48427	11.9793	910	233	677	0.743956	0	44.6994	30.2603	0.676974	0.00449383	126
5	595.797	1394.98	594.796	1396.71	1.99998	596.705	1393.41	1.81498	5.57556	330	157	173	0.524242	0	27.7687	17.4872	0.629745	0.00446042	127
5	900.596	1423.66	887.545	1416.38	14.9431	902.54	1424.74	2.22554	13.399	864	112	752	0.87037	0	55.3915	21.58	0.38959	0.0038782	128
5	974.707	590.268	973.038	591.871	2.31423	975.549	589.459	1.16815	12.3906	948	318	630	0.664557	0	49.5984	28.6517	0.577673	0.00476583	129
5	1122.81	252.073	1124.09	255.059	3.24729	1121.73	249.55	2.74475	12.3988	930	426	504	0.541935	0.237634	46.4629	32.4045	0.697427	0.00431963	130
5	1144.61	674.238	1144.38	671.87	2.37835	1144.69	675.108	0.874082	20.7889	1894	509	1385	0.731257	0	81.9671	45.7293	0.557898	0.00291548	131
5	1198.6	1265.61	1192.29	1262.19	7.17886	1200.76	1266.79	2.46327	11.3249	685	175	510	0.744526	0	47.3931	19.3427	0.408134	0.00469422	132
5	1247.15	1584.93	1247.22	1586.38	1.44915	1247.1	1583.99	0.944097	12.5696	1123	443	680	0.605521	0	42.6317	34.5818	0.811176	0.00642728	133
5	1300.67	1192.51	1300.54	1192.42	0.160701	1300.86	1192.64	0.229605	3.76782	238	140	98	0.411765	0	20.49	14.2733	0.696597	0.0065928	134
5	1330.9	1284.36	1331.08	1282.81	1.56551	1330.77	1285.49	1.13908	5.75846	368	155	213	0.578804	0	26.8726	17.032	0.633805	0.00618113	135
5	1408.36	1491.02	1408.36	1491.02	0	1408.36	1491.02	0	5.08089	175	0	175	1	0	16.5934	12.2178	0.736305	0.00719099	136
5	1423.04	684.747	1423.86	685.892	1.41006	1422.8	684.409	0.416589	5.70414	285	65	220	0.77193	0	21.3383	16.4887	0.772731	0.00610854	137
5	1464.95	968.496	1464.5	967.663	0.948785	1465.19	968.942	0.507193	9.63773	554	193	361	0.651625	0.00180505	42.2397	17.6205	0.417154	0.00490717	138
5	1502.62	674.862	1502.95	673.656	1.25083	1502.45	675.472	0.632683	14.3908	1289	433	856	0.664081	0	58.8988	29.8184	0.506265	0.00462365	139
5	1521.02	854.797	1521.02	854.797	0	1521.02	854.797	0	3.07215	59	0	59	1	0	10.7748	6.22026	0.577296	0.0069707	140
5	1537.14	254.883	1537.14	254.883	0	1537.14	254.883	0	4.44237	111	0	111	1	0	16.5111	8.15349	0.493818	0.00582861	141
5	1549.16	969.585	1548.85	967.924	1.68956	1549.43	971.065	1.50537	10.2118	694	327	367	0.528818	0	42.3442	20.869	0.492843	0.00629627	142
5	1597.67	1723.12	1598.16	1721.9	1.31895	1597.28	1724.1	1.05181	11.3911	861	382	479	0.55633	0	47.2666	28.3905	0.600646	0.00417726	143
5	1599.49	1411.69	1599.49	1411.7	0.0112046	1598	1409	3.07446	3.07446	274	273	1	0.00364964	0	22.0537	16.2979	0.739008	0.00517958	144
5	1646.11	122.913	1647.15	123.258	1.09291	1645.55	122.726	0.594686	13.2	1121	395	726	0.647636	0	50.3989	32.6602	0.648033	0.00482516	145
5	1832.26	1352.6	1839.93	1350.17	8.04303	1810.97	1359.35	22.3322	25.1527	3229	2374	855	0.264788	0	103.23	44.3608	0.429728	0.0031906	146
5	1827.49	1270.04	1828.5	1269.37	1.20823	1827.02	1270.35	0.565232	11.58	982	313	669	0.681263	0	41.0969	37.524	0.913063	0.00507231	147
6	46.1313	1509.12	45.1094	1509.78	1.21422	46.7	1508.76	0.675762	11.7043	1074	384	690	0.642458	0	38.407	35.5423	0.925412	0.00664588	148
6	63.308	1798.71	64.6037	1802.12	3.64744	62.5374	1796.69	2.16907	10.8652	724	270	454	0.627072	0	37.5378	27.112	0.722259	0.00534617	149
6	91.7213	94.3325	92.0277	93.5538	0.83678	91.5116	94.8653	0.572542	11.3512	800	325	475	0.59375	0	46.7414	23.5346	0.503506	0.00531406	150
6	195.502	102.182	194.498	103.323	1.52056	196.294	101.282	1.19855	7.84989	456	201	255	0.559211	0	33.0139	17.8207	0.539794	0.00590032	151
6	263.799	1106.91	264.159	1107.83	0.98936	263.56	1106.3	0.658455	11.8684	1021	408	613	0.600392	0	41.7689	34.9286	0.836235	0.00573325	152
6	277.631	982.362	277.729	984.322	1.96219	277.549	980.729	1.63518	8.89917	561	255	306	0.545455	0	38.6441	18.6413	0.482383	0.00583767	153
6	300.965	597.676	313.186	603.007	13.3331	298.104	596.428	3.12147	14.7181	738	140	598	0.810298	0	55.3417	20.9661	0.378848	0.00322999	154
6	319.004	725.701	320.121	724.302	1.79007	318.292	726.593	1.14178	9.03027	511	199	312	0.610568	0	37.0295	17.7508	0.47937	0.00560282	155
6	576.824	130.805	575.411	130.951	1.42037	577.321	130.754	0.499514	11.8991	934	243	691	0.739829	0	45.6504	30.0298	0.657821	0.00486854	156
6	592.383	1391.07	593.2	1392.73	1.85721	591.919	1390.12	1.05417	6.37312	290	105	185	0.637931	0	25.3745	16.2489	0.640366	0.00503472	157
6	899.764	1432.07	902.877	1433.5	3.4258	898.971	1431.7	0.87214	14.0194	961	195	766	0.797086	0	61.3862	21.0296	0.342578	0.00413646	158
6	975.192	593.194	973.026	595.534	3.18809	976.662	591.607	2.16345	12.7561	1029	416	613	0.595724	0	49.8233	31.1829	0.62587	0.00461882	159
6	1136.35	677.353	1138.34	676.351	2.2262	1135.49	677.787	0.963437	21.25	1917	579	1338	0.697966	0	84.8541	43.734	0.515402	0.00276933	160
6	1121.3	252.612	1123.01	254.956	2.90234	1119.92	250.726	2.33559	12.5525	915	408	507	0.554098	0.236066	47.0544	31.1226	0.661417	0.00447862	161
6	1198.13	1263.37	1205.25	1266.9	7.94184	1196.72	1262.67	1.57584	11.2812	610	101	509	0.834426	0	46.9714	17.4985	0.372534	0.00422438	162
6	1247.83	1589.76	1247.63	1589.48	0.346984	1247.97	1589.95	0.238867	12.4754	1118	456	662	0.592129	0	42.9911	34.4528	0.801395	0.00621885	163
6	1291.5	1189.49	1291.37	1189.17	0.341091	1291.67	1189.93	0.47132	3.80781	231	134	97	0.419913	0	18.8579	14.5443	0.77126	0.00682302	164
6	1326.61	1280.88	1325.31	1280.4	1.38622	1327.3	1281.15	0.742095	5.67457	304	106	198	0.651316	0	24.2031	15.9145	0.65754	0.00510615	165
6	1400.15	1496.3	1398.08	1494.66	2.63983	1400.85	1496.84	0.884753	5.18569	247	62	185	0.748988	0	19.5234	15.0322	0.769958	0.00684211	166
6	1419.18	691.404	1419.47	693.732	2.34718	1419.04	690.369	1.04325	6.218	364	112	252	0.692308	0	22.9127	19.8322	0.865555	0.0064261	167
6	1459.22	970.762	1458.47	971.015	0.795107	1459.78	970.573	0.592542	9.68416	630	269	361	0.573016	0	41.93	20.0368	0.477863	0.00532382	168
6	1503.5	674.985	1503.73	674.741	0.329765	1503.41	675.095	0.147489	14.6958	1298	401	897	0.691063	0	60.0648	29.535	0.491718	0.00451799	169
6	1525.07	847.4	1522.64	849.32	3.09692	1525.88	846.76	1.03238	3.62409	100	25	75	0.75	0	13.5954	9.45627	0.695547	0.00610352	170
6	1533.55	262.045	1533.55	262.045	0	1533.55	262.045	0	5.56132	133	0	133	1	0.037594	22.8559	6.37921	0.279106	0.00494497	171
6	1550.77	974.537	1551.76	975.486	1.37622	1550.22	974.013	0.759345	10.0508	585	208	377	0.644444	0	39.2928	19.5315	0.497075	0.00530737	172
6	1602.78	1719.66	1604.52	1718.62	2.02796	1601.68	1720.32	1.28708	11.3337	801	311	490	0.611735	0	48.8513	24.9049	0.50981	0.00462856	173
6	1602.07	1399.39	1601.25	1401.77	2.51147	1602.94	1396.87	2.67306	5.45719	353	182	171	0.484419	0	25.7173	18.4128	0.71597	0.0062319	174
