t	cx	cy	cx_gray	cy_gray	d_gray	cx_green	cy_green	d_green	d_green2	A	A_gray	A_green	FR	RR	height	width	aspect_ratio	sf	ID
313	1362.98	1065.79	1362.81	1065.4	0.431122	1363.11	1066.12	0.35287	10.7448	902	406	496	0.549889	0.00110865	40.2531	30.8369	0.766077	0.00581051	12090
313	1422.47	1462.23	1422.47	1462.23	0	1422.47	1462.23	0	8.80221	307	0	307	1	0	33.1197	13.4823	0.407077	0.00403014	12091
313	1436.63	814.677	1435.64	816.033	1.67711	1437.23	813.849	1.02345	17.5921	1913	725	1188	0.621014	0	74.4051	38.8377	0.521976	0.00385984	12092
313	1459.5	1217.81	1461.61	1217.08	2.23895	1458.15	1218.27	1.42519	10.987	941	366	575	0.611052	0	46.0487	28.5119	0.619167	0.00543755	12093
313	1588.71	1792.32	1587.73	1795.97	3.78448	1589.49	1789.39	3.03093	16.5665	1194	531	663	0.555276	0	57.072	38.0814	0.667251	0.00359881	12094
313	1583.42	1622.34	1577.1	1617.74	7.81575	1585.94	1624.18	3.11993	7.8067	340	97	243	0.714706	0	33.8399	13.5264	0.399717	0.00446335	12095
313	1589.68	963.479	1589.46	963.2	0.354504	1589.89	963.75	0.344714	2.64657	71	35	36	0.507042	0	9.97266	8.92557	0.895004	0.00608711	12096
313	1669.9	136.221	1670.21	139.07	2.86593	1669.73	134.68	1.54989	16.0603	1473	517	956	0.649016	0	66.0002	34.0683	0.516185	0.00414677	12097
313	1816.99	697.585	1820.5	697.62	3.50799	1814.94	697.565	2.05528	13.297	1126	416	710	0.630551	0	56.8885	29.9276	0.526075	0.00413235	12098
313	1880.33	1199.18	1880.04	1200.34	1.18941	1880.47	1198.64	0.563264	13.5764	1257	404	853	0.6786	0	55.2156	37.3006	0.675545	0.00487088	12099
313	1963.06	1420.25	1962.73	1419.46	0.860761	1965.08	1425	5.15656	10.774	2132	1827	305	0.143058	0.309099	76.9837	41.9077	0.544371	0.00307993	12100
313	1997.68	189.997	2000.93	187.797	3.92054	1995.49	191.487	2.65519	6.42096	317	128	189	0.596215	0	26.1656	14.951	0.571398	0.00631776	12101
314	67.2193	178.848	60.7904	178.775	6.42935	88.6859	179.089	21.468	23.2041	2777	2137	640	0.230465	0	76.4568	56.3324	0.736787	0.00295143	12102
314	70.2386	920.994	70.2315	922.006	1.01187	70.2447	920.132	0.862753	9.78615	704	324	380	0.539773	0	42.3256	20.9435	0.494818	0.00594916	12103
314	80.6696	1782.15	81.3633	1781.24	1.14984	79.9253	1783.14	1.23359	12.3336	1138	589	549	0.482425	0	46.5922	36.7765	0.789328	0.00498066	12104
314	187.854	908.062	187.495	908.355	0.462768	188.13	907.837	0.356229	10.3771	738	321	417	0.565041	0	38.1762	27.4895	0.720069	0.0056317	12105
314	227.22	1153.19	223.025	1144.55	9.60059	235.631	1170.5	19.2489	22.6927	2419	1614	805	0.332782	0.320794	92.3172	49.688	0.538232	0.00212873	12106
314	217.455	1859.47	219.278	1862.26	3.33418	215.748	1856.85	3.12402	11.8001	707	342	365	0.516266	0	43.4118	23.7896	0.547999	0.00365186	12107
314	292.708	615.11	296.09	617.142	3.94497	290.47	613.766	2.61097	14.6377	1150	458	692	0.601739	0	58.9466	28.0698	0.476191	0.00475081	12108
314	371.211	1226.97	373.715	1227.25	2.52007	368.831	1226.7	2.39601	9.30388	634	309	325	0.512618	0	39.0212	20.498	0.525305	0.00619141	12109
314	452.806	94.7	453.928	95.836	1.59702	449.377	91.2291	4.87898	13.2093	2283	1720	563	0.246605	0	66.0167	49.3243	0.747148	0.00452886	12110
314	559.628	1634.95	561.622	1636.16	2.33223	558.523	1634.28	1.29267	10.4212	802	286	516	0.643392	0	35.5064	31.9751	0.900546	0.00573365	12111
314	559.879	1475.75	561.482	1476.03	1.62849	558.113	1475.43	1.79392	9.69881	538	282	256	0.475836	0	35.8457	19.9561	0.556723	0.00518884	12112
314	603.223	37.7606	606.215	38.1597	3.01845	598.069	37.0729	5.20009	15.0281	2652	1678	974	0.36727	0.105581	65.1205	52.2677	0.802629	0.00429268	12113
314	719.655	1476.41	719.655	1476.41	0	719.655	1476.41	0	4.1748	119	0	119	1	0	13.3104	10.2808	0.772392	0.00726318	12114
314	883.392	1494.57	885.602	1499.75	5.62743	881.641	1490.47	4.45788	17.0072	2242	991	1251	0.557984	0	72.3434	42.9883	0.594226	0.00301732	12115
314	924.306	770.184	927.196	775.169	5.76239	922.829	767.637	2.94445	15.0306	1239	419	820	0.661824	0	63.428	36.7857	0.57996	0.00296897	12116
314	971.917	722.062	972.602	722.806	1.01174	971.215	721.299	1.03705	15.6802	2347	1188	1159	0.493822	0	63.7872	48.0382	0.753102	0.00572998	12117
314	998.229	1270.48	998.214	1270.5	0.021836	1003.5	1264.5	7.9751	14.8085	1465	1461	4	0.00273038	0.51058	55.4505	51.5489	0.929638	0.00224396	12118
314	1071.59	1164.71	1071.59	1164.74	0.0346733	1071.57	1163.71	0.991251	2.4184	207	200	7	0.0338164	0	21.6044	13.065	0.604739	0.00538838	12119
314	1103.63	1715.86	1102.05	1715.12	1.74375	1104.64	1716.33	1.11359	10.5741	662	258	404	0.610272	0	44.3666	19.6563	0.443043	0.00552975	12120
314	1106.71	299.423	1108.55	303.492	4.46641	1105.18	296.044	3.70844	12.6981	1111	504	607	0.546355	0.20072	50.2984	39.4795	0.784906	0.00395514	12121
314	1134.13	1660.4	1134.03	1660.62	0.246173	1134.22	1660.22	0.194907	6.14422	335	148	187	0.558209	0	31.4558	13.1465	0.417937	0.00503275	12122
314	1152.4	1222.46	1151.22	1221.38	1.59967	1153.04	1223.04	0.862093	14.128	971	340	631	0.649846	0.00205973	66.1276	19.3543	0.292681	0.00370407	12123
314	1189.61	1469.62	1189.45	1470.15	0.557017	1189.7	1469.29	0.33538	7.66035	447	168	279	0.624161	0	31.3996	18.2217	0.580317	0.00631749	12124
314	1231.7	281.314	1231.7	281.314	0	1231.7	281.314	0	5.07768	118	0	118	1	0	20.6164	6.45811	0.313251	0.00472681	12125
314	1258.39	1630.75	1258.58	1635.19	4.44394	1258.3	1628.46	2.29076	13.3646	1273	433	840	0.659859	0	48.0956	35.7937	0.744219	0.00505151	12126
314	1266.34	25.3439	1266.09	25.7816	0.501908	1266.64	24.8057	0.617181	8.05132	631	348	283	0.448494	0	39.9916	20.5929	0.514931	0.00558921	12127
314	1309.21	633.383	1305.23	630.111	5.15435	1310.61	634.532	1.80899	9.39193	485	126	359	0.740206	0	36.9922	16.2486	0.439244	0.00561109	12128
314	1353.9	1501.35	1351.59	1499.01	3.28406	1355.06	1502.53	1.65584	12.2076	710	238	472	0.664789	0	43.7104	23.7659	0.543714	0.0045276	12129
314	1358.88	1069.27	1358.21	1069.15	0.679078	1359.34	1069.36	0.469751	10.0006	856	350	506	0.591121	0.00233645	39.6562	30.0124	0.756815	0.00586607	12130
314	1422.46	1451.51	1418.2	1450.67	4.33974	1424.36	1451.88	1.93493	9.15651	454	140	314	0.69163	0	37.6349	15.2287	0.404644	0.00466387	12131
314	1437.06	814.686	1435.56	816.309	2.20984	1437.96	813.706	1.33408	17.7287	1918	722	1196	0.623566	0	74.5281	39.1906	0.525851	0.00389201	12132
314	1455.93	1218.42	1456.82	1217.76	1.10765	1455.28	1218.91	0.808426	10.8686	922	389	533	0.578091	0	44.4458	27.2357	0.612785	0.0060001	12133
314	1588.92	1790.31	1586.95	1791.06	2.10926	1590.82	1789.59	2.0325	16.7801	1296	636	660	0.509259	0	57.9503	43.655	0.753317	0.00326531	12134
314	1589.79	1623.04	1589.79	1623.04	0	1589.79	1623.04	0	7.15388	250	0	250	1	0	27.893	12.3866	0.444075	0.00480917	12135
314	1596.41	948.096	1596.95	947.341	0.931509	1595.79	948.949	1.05092	2.96594	83	44	39	0.46988	0	12.0388	11.0709	0.919602	0.00423469	12136
314	1670.16	136.157	1671.19	138.45	2.51426	1669.52	134.745	1.54913	16.0017	1482	565	917	0.618758	0	65.5692	34.0399	0.519145	0.00459358	12137
314	1817.08	698.278	1822.17	699.338	5.19834	1815.02	697.848	2.10602	13.2211	1037	299	738	0.711668	0	57.6743	27.1222	0.470265	0.004148	12138
314	1881.59	1200.6	1881.33	1201.7	1.12941	1881.72	1200.07	0.542957	13.3782	1266	411	855	0.675355	0	54.172	38.3839	0.708555	0.00447312	12139
314	1964.77	1420.74	1964.4	1419.94	0.882435	1966.69	1425.01	4.68179	10.6983	1961	1650	311	0.158593	0.330444	69.1964	41.157	0.594785	0.00314212	12140
314	1992.56	192.265	1991.58	190.563	1.96223	1993.45	193.807	1.77767	6.42104	385	183	202	0.524675	0	29.283	16.0372	0.547664	0.00587463	12141
315	71.8896	199.678	68.2325	203.949	5.623	92.2457	175.904	31.2982	32.7233	4222	3579	643	0.152297	0	94.737	64.4451	0.680252	0.00252926	12142
315	70.8799	915.769	71.2857	917.262	1.54661	70.5365	914.506	1.30903	9.87388	733	336	397	0.54161	0.00136426	44.3861	21.4574	0.483427	0.00591587	12143
315	78.4769	1780.15	77.642	1778.93	1.48325	79.1482	1781.14	1.19262	12.8664	1059	472	587	0.554297	0	45.0423	35.2266	0.782079	0.00475348	12144
315	189.67	908.841	190.246	908.102	0.936786	189.218	909.42	0.734508	9.90844	760	334	426	0.560526	0	36.8061	29.6739	0.806223	0.00537574	12145
315	226.221	1155.03	222.448	1145.58	10.1774	233.308	1172.78	19.1158	22.3787	2317	1512	805	0.347432	0.29823	90.4782	51.0315	0.56402	0.00217554	12146
315	208.537	1855.74	210.034	1857.34	2.19702	207.181	1854.28	1.98888	11.6243	684	325	359	0.524854	0	47.5777	22.9061	0.481447	0.00337778	12147
315	288.275	620.498	292.536	621.711	4.42944	285.482	619.703	2.90484	15.1224	1169	463	706	0.603935	0.000855432	60.9281	27.7124	0.454837	0.0048293	12148
315	363.492	1232.5	365.586	1232.6	2.09604	361.399	1232.4	2.09608	9.38417	642	321	321	0.5	0	38.6574	21.1867	0.548064	0.00611568	12149
315	457.147	88.0417	458.859	88.0492	1.71217	451.624	88.0176	5.52306	13.4522	2396	1829	567	0.236644	0	61.3968	50.0679	0.815481	0.00577717	12150
315	561.198	1636.1	561.82	1636.1	0.621954	560.867	1636.1	0.330631	10.3429	703	244	459	0.652916	0	37.1258	30.1895	0.813169	0.00402349	12151
315	559.611	1481.08	561.9	1480.99	2.29103	557.918	1481.14	1.69372	9.48435	447	190	257	0.574944	0	34.0274	18.4704	0.542809	0.00442032	12152
315	604.257	39.7734	607.211	40.937	3.17555	599.053	37.7242	5.59286	15.1281	2463	1571	892	0.36216	0.111246	58.8804	53.2794	0.904875	0.00433233	12153
315	723.214	1497.7	723.214	1497.7	0	723.214	1497.7	0	4.62732	145	0	145	1	0	13.912	12.5667	0.903295	0.0068024	12154
315	882.865	1493.49	884.53	1495.72	2.78097	881.458	1491.61	2.35113	16.7367	2281	1045	1236	0.541868	0	71.4437	42.8129	0.599254	0.00254884	12155
315	924.336	769.969	927.186	775.299	6.04315	922.814	767.121	3.2298	15.2977	1269	442	827	0.651694	0	64.4764	36.8469	0.571479	0.00296692	12156
315	973.245	718.281	976.63	717.033	3.60794	969.475	719.671	4.01792	15.6681	2511	1323	1188	0.473118	0	60.7261	52.8583	0.870439	0.00609224	12157
315	1103	303.444	1104.73	307.146	4.08323	1101.36	299.917	3.88913	12.4483	1109	541	568	0.512173	0.199279	50.7174	38.6978	0.763008	0.00394802	12158
315	1111.96	1710.12	1111.57	1708.95	1.24183	1112.22	1710.91	0.827899	10.5204	685	274	411	0.6	0	43.1497	20.9402	0.48529	0.0056563	12159
315	1153.21	1221.14	1152.11	1220.01	1.57804	1153.77	1221.7	0.7926	14.3481	969	324	645	0.665635	0.00206398	66.6558	19.7118	0.295725	0.00384518	12160
315	1138.87	1655.93	1140.11	1658.2	2.58514	1137.31	1653.06	3.26466	5.79036	353	197	156	0.441926	0	31.7699	14.0063	0.440868	0.00514247	12161
315	1179.94	1468.75	1177.12	1468.53	2.82863	1181.37	1468.87	1.43433	7.73792	425	143	282	0.663529	0	34.4003	15.754	0.457962	0.00478582	12162
315	1232.88	275.322	1232.88	275.322	0	1232.88	275.322	0	4.09061	90	0	90	1	0	15.7247	6.1841	0.393273	0.00625	12163
315	1256.17	1631.21	1255.49	1633.56	2.44876	1256.53	1629.96	1.30352	13.205	1304	453	851	0.652607	0	47.4295	36.9192	0.778403	0.00525798	12164
315	1267.22	24.5668	1267.58	24.3628	0.416989	1266.8	24.8029	0.482375	7.69183	591	317	274	0.463621	0.00169205	39.5285	20.0884	0.5082	0.00511246	12165
315	1309.4	633.23	1305.45	629.795	5.23721	1310.77	634.424	1.81927	9.67694	512	132	380	0.742188	0	37.9074	16.9321	0.446669	0.00568889	12166
315	1355.25	1499.11	1353.3	1497.49	2.53356	1356.39	1500.06	1.48277	12.3038	753	278	475	0.63081	0	42.5486	25.9386	0.609623	0.00435119	12167
315	1360.96	1077.76	1360.22	1077.4	0.826159	1361.57	1078.05	0.672195	10.5046	934	419	515	0.551392	0.00214133	39.1917	31.4835	0.803321	0.00626862	12168
315	1420.29	1450.82	1417.84	1449.42	2.82409	1421.8	1451.68	1.73087	9.08894	450	171	279	0.62	0	37.2821	15.3803	0.412538	0.00439453	12169
315	1437.88	814.417	1436.3	815.533	1.93108	1438.89	813.702	1.23801	17.4424	1930	754	1176	0.609326	0	74.8424	39.262	0.524595	0.00385027	12170
315	1455.3	1217.72	1456.93	1216.28	2.17595	1454	1218.88	1.74405	10.5656	944	420	524	0.555085	0	44.9262	28.4313	0.632845	0.00578375	12171
315	1591.17	1791.79	1589.33	1793.44	2.46895	1592.85	1790.29	2.25724	16.9226	1294	618	676	0.522411	0	57.5418	43.6562	0.758686	0.0034324	12172
315	1589.91	1621.27	1589.91	1621.27	0	1589.91	1621.27	0	7.2335	246	0	246	1	0	26.6776	12.9912	0.486972	0.00449266	12173
315	1606.85	936.688	1606.85	936.688	0	1606.85	936.688	0	2.68242	48	0	48	1	0	8.85791	5.82493	0.657597	0.00713861	12174
315	1669.72	135.619	1670.86	138.925	3.49832	1669.2	134.136	1.56908	16.2832	1421	440	981	0.690359	0	64.7156	34.3328	0.530518	0.00400038	12175
315	1817.24	698.234	1821.59	698.426	4.36308	1814.83	698.129	2.41126	13.0424	1135	404	731	0.644053	0	55.7753	30.4216	0.545431	0.00422996	12176
315	1881.03	1197	1880.41	1198.97	2.06791	1881.32	1196.07	0.971622	13.4652	1267	405	862	0.680347	0	54.8384	36.4655	0.664963	0.00490963	12177
315	1965.4	1418.86	1964.97	1417.8	1.15013	1967.57	1424.23	5.78854	10.4764	2015	1681	334	0.165757	0.336476	69.9941	42.4849	0.606978	0.00281536	12178
315	2006.39	194.002	2005.07	192.779	1.79426	2007.55	195.089	1.5931	6.68527	404	190	214	0.529703	0	31.1527	15.9916	0.513328	0.00546064	12179
316	73.0241	198.937	68.9876	202.444	5.34714	99.2871	176.119	34.7909	36.5721	4654	4034	620	0.133219	0	99.7798	61.1647	0.612997	0.00399005	12180
316	76.9231	1772.54	75.1886	1772.12	1.78526	78.3013	1772.88	1.41859	13.1457	1066	472	594	0.557223	0	47.5455	34.6592	0.728969	0.00433305	12181
316	75.9482	910.188	77.4045	910.847	1.59862	74.805	909.67	1.25494	10.0211	714	314	400	0.560224	0	43.6539	21.3696	0.489523	0.00576253	12182
316	188.342	913.49	189.203	913.931	0.967736	187.664	913.142	0.762435	10.3441	792	349	443	0.559343	0	38.1678	29.8491	0.782048	0.00542748	12183
316	226.503	1153.71	222.454	1145.57	9.08968	235.199	1171.19	19.5274	22.3239	2399	1637	762	0.317632	0.293039	94.4822	48.9617	0.518211	0.00208757	12184
316	214.256	1854.55	214.869	1854.73	0.641177	213.548	1854.33	0.739643	11.8695	743	398	345	0.464334	0	48.3679	23.1395	0.478406	0.002972	12185
316	284.199	617.243	285.724	618.217	1.80924	283.102	616.542	1.30193	14.923	1202	503	699	0.581531	0.000831947	61.5929	29.2138	0.474304	0.00444527	12186
316	368.498	1233.35	371.017	1233.93	2.5843	366.109	1232.8	2.45138	9.14692	606	295	311	0.513201	0	38.6159	19.2606	0.498775	0.00622535	12187
316	456.499	93.0498	458.557	93.2774	2.07029	450.337	92.3682	6.20011	13.5046	2289	1716	573	0.250328	0	59.0678	50.8533	0.860931	0.00489253	12188
316	555.933	1482.22	558.62	1484.38	3.44812	553.637	1480.37	2.94703	9.81118	434	200	234	0.539171	0	34.7836	16.9281	0.486669	0.00393744	12189
316	558.737	1646.45	559.79	1647.36	1.39201	558.04	1645.84	0.921824	10.5396	753	300	453	0.601594	0	35.493	29.4508	0.829764	0.00574616	12190
316	603.769	38.6193	607.024	38.9891	3.27576	599.577	38.143	4.21917	14.8619	2288	1288	1000	0.437063	0.121941	57.8195	51.9023	0.89766	0.00355719	12191
316	729.852	1498.56	729.852	1498.56	0	729.852	1498.56	0	3.97743	108	0	108	1	0	12.7772	9.51407	0.744614	0.0075	12192
316	888.522	1493.98	895.215	1496.7	7.22487	883.122	1491.79	5.82779	17.5162	2289	1022	1267	0.553517	0.000436872	76.0522	43.239	0.568544	0.00229818	12193
316	926.064	776.764	927.144	779.431	2.8776	925.393	775.108	1.78589	11.3377	927	355	572	0.617044	0	48.0094	28.7223	0.598264	0.00426882	12194
316	916.804	748.147	916.804	748.147	0	916.804	748.147	0	6.27252	224	0	224	1	0.00446429	23.9786	13.3089	0.555032	0.0046281	12195
316	976.613	715.255	980.008	713.712	3.72936	972.692	717.038	4.30725	15.2836	2517	1349	1168	0.464044	0	61.1083	54.1444	0.88604	0.00550795	12196
316	1000.88	1273.22	1000.94	1273.29	0.0932749	992.8	1264.2	12.1117	12.3827	1308	1298	10	0.00764526	0.435015	56.2984	44.2412	0.785834	0.00160056	12197
316	1075.92	1160.83	1075.92	1160.83	0	1075.92	1160.83	0	1.32965	12	0	12	1	0	4.2656	2.27028	0.532229	0.00831025	12198
316	1098.88	306.334	1099.79	310.743	4.49999	1098.09	302.48	3.93452	12.5835	1074	501	573	0.53352	0.171322	48.5941	37.7993	0.777858	0.00319263	12199
316	1116.93	1707.15	1115.25	1706.37	1.85677	1118.01	1707.64	1.18519	10.9541	693	270	423	0.61039	0	45.0302	20.5416	0.456173	0.0050078	12200
316	1129.43	1657.83	1123	1653.84	7.56979	1131.16	1658.9	2.03809	6.10233	231	49	182	0.787879	0	25.6493	12.925	0.50391	0.00468712	12201
316	1154.59	1218.22	1154.89	1217.08	1.18457	1154.44	1218.77	0.56635	14.2493	980	317	663	0.676531	0.00306122	67.5008	19.4376	0.287961	0.00388883	12202
316	1179.14	1473.85	1174.05	1474.3	5.10989	1181.41	1473.64	2.28352	7.9932	395	122	273	0.691139	0	33.1253	15.115	0.456297	0.00541838	12203
316	1224.91	272.744	1224.54	273.277	0.650211	1225.39	272.054	0.841139	4.74527	211	119	92	0.436019	0	23.3481	11.7288	0.502346	0.0053821	12204
316	1254.6	1631.3	1253.55	1633.75	2.66875	1255.17	1629.95	1.4624	13.3706	1274	451	823	0.645997	0.000784929	46.1364	37.4892	0.812572	0.00513701	12205
316	1266.89	23.8188	1266.72	23.8185	0.165772	1267.06	23.8191	0.171753	8.03337	574	292	282	0.491289	0	39.8218	18.9846	0.476738	0.00520758	12206
316	1310.17	633.928	1306.03	629.892	5.77703	1311.48	635.209	1.83402	9.3737	498	120	378	0.759036	0	36.4669	16.8951	0.4633	0.00584068	12207
316	1356.72	1074.78	1356.55	1074.56	0.284791	1356.87	1074.99	0.259571	10.5366	910	434	476	0.523077	0.0010989	39.1382	30.8153	0.787346	0.00604474	12208
316	1357.01	1498.75	1357.31	1499.16	0.509802	1356.89	1498.58	0.204057	12.3434	689	197	492	0.714078	0	41.3857	23.8763	0.57692	0.00448381	12209
316	1415.63	1441.51	1419.31	1434.76	7.68668	1414.51	1443.56	2.33642	8.7921	429	100	329	0.7669	0	34.7416	17.3676	0.499907	0.00476667	12210
316	1439.04	813.263	1439.59	812.642	0.826417	1438.72	813.622	0.478538	17.7372	1898	696	1202	0.633298	0	72.9761	39.3907	0.539775	0.00380791	12211
316	1456.07	1223.56	1456.5	1222.69	0.966654	1455.7	1224.28	0.812324	10.7187	957	437	520	0.543365	0	43.4319	29.45	0.678073	0.0058634	12212
316	1591.13	1791.63	1588.9	1792.59	2.42442	1593.21	1790.73	2.2699	16.4218	1307	632	675	0.51645	0	57.3084	44.0168	0.768069	0.0034444	12213
316	1593.26	1611.68	1591.64	1610.14	2.23538	1594.48	1612.84	1.6889	7.63851	395	170	225	0.56962	0	37.2306	14.1811	0.380898	0.00433095	12214
316	1619.42	954.636	1619.42	954.636	0	1619.42	954.636	0	2.30194	33	0	33	1	0	7.38988	5.65405	0.765107	0.0057133	12215
316	1669.11	133.372	1670.91	135.017	2.44082	1668.21	132.55	1.21915	16.0442	1423	474	949	0.666901	0	65.3668	32.9617	0.504257	0.00431898	12216
316	1728.54	56.7842	1728.63	57.0593	0.289461	1725.5	47.5	9.76907	9.78188	139	135	4	0.028777	0.381295	20.8257	11.3961	0.547215	0.00369327	12217
316	1817.27	697.726	1820.96	696.818	3.80139	1815.32	698.206	2.01032	13.3203	1113	385	728	0.654088	0	56.225	29.5654	0.525842	0.00431288	12218
316	1882.13	1201.52	1882.68	1201.92	0.680616	1881.85	1201.3	0.356348	13.0669	1254	431	823	0.6563	0	54.2956	37.238	0.685838	0.00485926	12219
316	1967.74	1417.65	1967.47	1416.31	1.36531	1969.1	1424.29	6.77824	11.8505	2040	1698	342	0.167647	0.336765	59.3039	50.9333	0.858853	0.00344072	12220
316	2002.86	198.212	2001.86	197.743	1.09948	2003.47	198.5	0.675125	6.493	368	140	228	0.619565	0	31.8338	14.2035	0.446177	0.00504801	12221
317	71.9869	205.402	67.7357	209.84	6.14577	99.6131	176.56	39.9384	41.3572	5039	4367	672	0.13336	0.000198452	114.548	63.8702	0.557584	0.00387735	12222
317	69.436	916.921	69.3032	917.607	0.698105	69.5291	916.44	0.489586	9.64718	672	277	395	0.587798	0	44.4769	18.9309	0.425635	0.00595238	12223
317	76.3588	1778.09	75.6983	1778.33	0.702757	76.8739	1777.9	0.547976	12.7281	1059	464	595	0.561851	0	45.1328	36.0559	0.798884	0.00455829	12224
317	187.369	919.04	187.973	919.446	0.728352	186.833	918.681	0.644604	10.117	803	377	426	0.530511	0	38.504	29.715	0.771739	0.00538941	12225
317	226.82	1154.93	222.61	1145.87	9.98848	234.888	1172.29	19.1467	22.4094	2351	1545	806	0.342833	0.310081	94.3279	50.1199	0.531337	0.00213243	12226
317	214.584	1863.33	214.804	1863.91	0.620428	214.334	1862.68	0.700904	12.2072	771	409	362	0.46952	0	48.6603	24.0804	0.494869	0.00377379	12227
317	281.889	615.212	283.324	616.506	1.93189	280.91	614.329	1.31854	14.7715	1203	488	715	0.594347	0.00249377	60.8227	29.5277	0.485472	0.00441494	12228
317	373.419	1238.9	378.193	1241.63	5.50037	370.318	1237.12	3.57264	9.98044	513	202	311	0.606238	0	40.701	15.6566	0.384673	0.00540774	12229
317	462.421	93.6413	464.798	93.8654	2.38759	454.792	92.9219	7.66256	14.1693	2534	1932	602	0.237569	0	65.0524	50.7161	0.779619	0.0050839	12230
317	554.732	1653.08	556.043	1654	1.59892	553.807	1652.44	1.12966	10.4574	785	325	460	0.585987	0	35.8689	31.2051	0.869976	0.00480958	12231
317	551.688	1484.34	554.599	1486.84	3.8368	549.221	1482.23	3.25104	10.0708	484	222	262	0.541322	0	35.8718	18.0802	0.504021	0.00503642	12232
317	602.669	38.6099	605.262	39.2334	2.66663	598.719	37.6601	4.06255	14.9406	2420	1461	959	0.396281	0.116529	59.4325	53.2896	0.896641	0.00491067	12233
317	737.414	1500.35	738.828	1499.98	1.46106	736.797	1500.51	0.637158	4.42691	191	58	133	0.696335	0	17.6459	13.1681	0.746245	0.006609	12234
317	889.247	1491.08	895.376	1491.08	6.12903	884.485	1491.08	4.76166	17.2974	2262	989	1273	0.562776	0	72.2762	44.8383	0.620374	0.00362442	12235
317	923.297	768.932	923.951	770.483	1.68366	922.937	768.079	0.925709	14.9925	1260	447	813	0.645238	0	64.2832	37.7393	0.587079	0.00266191	12236
317	970.953	715.888	972.019	716.106	1.08777	969.834	715.658	1.14304	15.7208	2465	1263	1202	0.487627	0	65.3873	48.5494	0.742489	0.00572808	12237
317	1000.7	1274.79	1000.68	1274.8	0.0215641	1014.5	1268	15.3824	15.384	1427	1425	2	0.00140154	0.40925	56.6764	45.561	0.803879	0.00236974	12238
317	1080.76	1172.3	1080.76	1172.3	0	1080.76	1172.3	0	2.91172	33	0	33	1	0	10.2442	4.38631	0.428175	0.00446187	12239
317	1100.88	308.412	1102	312.731	4.46136	1099.92	304.679	3.85541	12.8035	1098	509	589	0.53643	0.190346	49.1883	38.7359	0.787503	0.00428846	12240
317	1111.12	1707.66	1108	1708.61	3.26099	1113.59	1706.92	2.58	11.3948	729	322	407	0.558299	0	43.864	21.7846	0.496641	0.00515646	12241
317	1131.22	1656.94	1131.22	1656.94	0	1131.22	1656.94	0	6.20526	195	0	195	1	0	24.7105	10.9891	0.444714	0.00433873	12242
317	1154.92	1216.87	1154.8	1216.3	0.575579	1154.98	1217.16	0.292721	14.1053	1041	351	690	0.662824	0.00480307	66.6769	20.7918	0.311829	0.00455612	12243
317	1187.71	1467.47	1184.01	1467.04	3.72175	1189.17	1467.65	1.47775	8.04008	380	108	272	0.715789	0	31.5905	15.3274	0.485192	0.00498845	12244
317	1224.48	274.533	1224.48	274.533	0	1224.48	274.533	0	4.58951	92	0	92	1	0.0108696	18.4786	5.68865	0.30785	0.00528007	12245
317	1258.35	1630.73	1258.21	1632.95	2.22989	1258.43	1629.59	1.14271	13.3142	1275	432	843	0.661176	0	47.8236	36.2089	0.757134	0.00505944	12246
317	1264.15	21.9576	1263.06	22.5737	1.24906	1265.37	21.2662	1.40186	8.03461	590	312	278	0.471186	0	44.0241	18.3817	0.417537	0.00412922	12247
317	1309.99	633.549	1305.61	628.698	6.53373	1311.48	635.206	2.23099	9.25918	495	126	369	0.745455	0	37.7723	16.1023	0.4263	0.00572678	12248
317	1357.1	1073.45	1355.46	1072.85	1.7478	1358.28	1073.89	1.26121	10.1994	835	350	485	0.580838	0.00359281	39.2378	28.4348	0.724679	0.00590624	12249
317	1355.34	1499.15	1355.26	1499.2	0.093893	1355.37	1499.13	0.0371601	12.2415	646	183	463	0.716718	0	40.2407	22.6765	0.563521	0.00369726	12250
317	1410.75	1442.62	1410.75	1440.41	2.2168	1410.75	1444.15	1.5221	9.07971	506	206	300	0.592885	0	36.8638	18.7269	0.508002	0.00427596	12251
317	1439.08	814.197	1437.32	816.285	2.73471	1440.18	812.896	1.70308	17.61	1936	743	1193	0.616219	0	75.1129	38.849	0.517208	0.00399656	12252
317	1451.54	1222.47	1452.15	1221.97	0.789701	1451.09	1222.84	0.588258	10.8872	944	403	541	0.573093	0	42.6655	30.8191	0.722344	0.00595945	12253
317	1595.98	1792.43	1594.24	1792.53	1.74288	1597.58	1792.34	1.60778	17.0162	1290	619	671	0.520155	0	57.5882	43.3825	0.753324	0.00337764	12254
317	1593.17	1614.13	1591.3	1614.45	1.8973	1595.49	1613.73	2.35313	7.10437	457	253	204	0.446389	0.00218818	33.9401	17.6089	0.518822	0.00501075	12255
317	1617.74	952.556	1617.74	952.556	0	1617.74	952.556	0	2.33126	27	0	27	1	0	8.88968	4.65799	0.523977	0.00467452	12256
317	1667.8	133.121	1669.8	133.582	2.05369	1666.74	132.876	1.08692	15.8093	1384	479	905	0.653902	0	64.9115	32.3141	0.497818	0.00425977	12257
317	1727.29	54.0428	1727.33	54.4534	0.412792	1726.81	49.4286	4.63896	7.49407	257	236	21	0.0817121	0.307393	26.4677	12.9228	0.488246	0.00477482	12258
